id,vote_count,vote_average
1020,380.0,5.2
1021,5.0,7.0
1022,1040.0,6.6
1023,68.0,5.7
1024,98.0,5.8
1025,2086.0,7.8
1026,165.0,5.5
1027,1829.0,6.9
1028,37.0,6.5
1029,11.0,3.9
1030,790.0,7.1
1031,595.0,6.9
1032,491.0,7.9
1033,382.0,7.3
1034,251.0,6.1
1035,284.0,7.4
1036,184.0,6.5
1037,84.0,6.3
1038,242.0,6.4
1039,1822.0,5.9
1040,80.0,5.9
1041,136.0,6.4
1042,1570.0,5.9
1043,3442.0,6.5
1044,11.0,6.1
1045,59.0,6.5
1046,589.0,6.7
1047,37.0,5.6
1048,618.0,7.1
1049,646.0,6.9
1050,4090.0,6.4
1051,378.0,5.8
1052,59.0,6.4
1053,130.0,6.1
1054,3.0,2.7
1055,299.0,6.8
1056,88.0,5.0
1057,62.0,6.0
1058,1504.0,5.8
1059,743.0,7.4
1060,740.0,6.4
1061,651.0,7.6
1062,41.0,6.5
1063,9.0,4.6
1064,5607.0,7.0
1065,144.0,4.8
1066,3398.0,6.7
1067,908.0,6.6
1068,140.0,6.7
1069,20.0,5.9
1070,274.0,8.0
1071,219.0,6.7
1072,868.0,6.7
1073,4732.0,8.0
1074,139.0,4.9
1075,53.0,5.5
1076,513.0,6.0
1077,178.0,6.0
1078,91.0,5.2
1079,1232.0,6.6
1080,503.0,6.9
1081,428.0,5.6
1082,2254.0,7.1
1083,167.0,6.2
1084,376.0,5.6
1085,8.0,7.4
1086,3.0,5.7
1087,4.0,4.9
1088,495.0,6.3
1089,199.0,7.2
1090,358.0,7.2
1091,7877.0,7.6
1092,35.0,5.0
1093,6.0,5.7
1094,9830.0,8.6
1095,2496.0,7.0
1096,1921.0,6.8
1097,211.0,6.5
1098,62.0,5.9
1099,1984.0,6.1
1100,90.0,6.2
1101,10.0,4.4
1102,8.0,6.4
1103,89.0,6.7
1104,500.0,6.7
1105,133.0,5.5
1106,114.0,7.1
1107,41.0,6.3
1108,840.0,6.0
1109,1526.0,5.3
1110,1173.0,6.4
1111,10.0,5.8
1112,439.0,6.9
1113,484.0,5.3
1114,901.0,6.5
1115,517.0,5.9
1116,822.0,6.7
1117,401.0,6.9
1118,1468.0,5.9
1119,316.0,6.6
1120,1651.0,6.8
1121,855.0,6.9
1122,759.0,6.5
1123,313.0,6.8
1124,2740.0,6.2
1125,2364.0,5.9
1126,717.0,6.3
1127,19143.0,7.6
1128,246.0,5.1
1129,1644.0,7.3
1130,36.0,6.1
1131,306.0,6.8
1132,474.0,7.1
1133,3173.0,6.8
1134,619.0,7.5
1135,62.0,3.2
1136,195.0,4.6
1137,86.0,7.0
1138,1057.0,6.6
1139,135.0,5.4
1140,420.0,6.5
1141,7105.0,8.5
1142,33.0,7.0
1143,309.0,6.4
1144,2468.0,8.1
1145,325.0,4.8
1146,484.0,5.2
1147,14.0,5.7
1148,404.0,6.7
1149,4716.0,7.1
1150,175.0,7.1
1151,839.0,7.4
1152,6440.0,6.7
1153,328.0,7.2
1154,70.0,6.8
1155,212.0,5.9
1156,522.0,6.9
1157,41.0,7.3
1158,67.0,6.8
1159,3036.0,5.9
1160,4421.0,7.2
1161,215.0,6.6
1162,301.0,8.0
1163,142.0,6.5
1164,16.0,5.6
1165,385.0,6.3
1166,51.0,7.1
1167,147.0,6.8
1168,148.0,5.3
1169,10.0,6.7
1170,2843.0,7.2
1171,122.0,6.7
1172,209.0,5.2
1173,345.0,5.9
1174,163.0,5.7
1175,1154.0,5.9
1176,293.0,7.2
1177,665.0,7.1
1178,696.0,6.3
1179,6.0,7.2
1180,65.0,6.4
1181,157.0,5.1
1182,3123.0,6.0
1183,6108.0,7.4
1184,306.0,5.2
1185,7093.0,7.6
1186,56.0,7.0
1187,11.0,6.5
1188,78.0,7.2
1189,163.0,7.3
1190,2.0,4.5
1191,21.0,6.8
1192,2910.0,6.7
1193,428.0,6.9
1194,108.0,4.6
1195,141.0,5.0
1196,1156.0,6.4
1197,640.0,7.2
1198,29.0,3.6
1199,189.0,6.1
1200,81.0,5.9
1201,174.0,6.7
1202,1058.0,5.1
1203,21.0,6.4
1204,537.0,6.3
1205,101.0,6.4
1206,1290.0,7.1
1207,246.0,4.0
1208,402.0,3.7
1209,2878.0,7.3
1210,4654.0,7.8
1211,1359.0,6.0
1212,83.0,7.0
1213,135.0,7.0
1214,34.0,6.8
1215,147.0,6.5
1216,271.0,6.0
1217,28.0,6.1
1218,3195.0,6.6
1219,175.0,6.7
1220,144.0,5.6
1221,637.0,6.0
1222,46.0,5.7
1223,3957.0,5.9
1224,637.0,4.2
1225,2602.0,6.2
1226,14.0,5.6
1227,240.0,5.0
1228,14.0,6.2
1229,489.0,6.4
1230,2807.0,5.9
1231,2666.0,5.9
1232,3571.0,6.3
1233,11.0,5.7
1234,61.0,5.4
1235,1290.0,7.4
1236,437.0,6.1
1237,573.0,6.9
1238,64.0,4.1
1239,571.0,5.5
1240,293.0,6.9
1241,16.0,4.7
1242,542.0,6.8
1243,132.0,5.0
1244,9397.0,7.2
1245,2784.0,6.6
1246,25.0,6.5
1247,1910.0,7.4
1248,1915.0,7.1
1249,1260.0,6.6
1250,3440.0,6.5
1251,76.0,6.2
1252,1092.0,6.0
1253,232.0,7.1
1254,6.0,5.3
1255,10.0,7.3
1256,8.0,3.7
1257,406.0,5.9
1258,13.0,4.5
1259,13.0,6.2
1260,162.0,6.2
1261,775.0,7.2
1262,411.0,7.4
1263,28.0,5.1
1264,86.0,5.2
1265,401.0,6.6
1266,53.0,7.5
1267,282.0,6.2
1268,111.0,5.8
1269,204.0,6.2
1270,22.0,6.7
1271,3262.0,6.1
1272,25.0,5.2
1273,2568.0,7.6
1274,169.0,6.5
1275,205.0,6.8
1276,316.0,6.1
1277,110.0,6.5
1278,3.0,3.8
1279,142.0,5.6
1280,27.0,5.3
1281,169.0,8.1
1282,852.0,6.9
1283,126.0,6.1
1284,68.0,6.1
1285,128.0,6.6
1286,1212.0,6.3
1287,348.0,6.5
1288,121.0,7.0
1289,351.0,5.7
1290,287.0,6.8
1291,28.0,4.9
1292,113.0,6.9
1293,268.0,6.1
1294,1090.0,6.3
1295,106.0,5.8
1296,516.0,4.3
1297,275.0,4.7
1298,7.0,2.9
1299,170.0,5.4
1300,21.0,6.1
1301,4038.0,6.3
1302,36.0,6.3
1303,110.0,6.6
1304,440.0,8.0
1305,541.0,7.6
1306,1371.0,6.9
1307,460.0,6.5
1308,65.0,6.3
1309,42.0,5.9
1310,10200.0,7.9
1311,44.0,5.5
1312,162.0,7.6
1313,1798.0,7.2
1314,1244.0,5.9
1315,306.0,5.2
1316,1431.0,8.0
1317,395.0,5.1
1318,10.0,8.2
1319,97.0,6.4
1320,1262.0,6.3
1321,5020.0,6.1
1322,2017.0,5.7
1323,233.0,6.5
1324,14.0,6.0
1325,24.0,4.8
1326,758.0,6.7
1327,359.0,6.9
1328,680.0,6.1
1329,3.0,5.7
1330,44.0,6.5
1331,12.0,6.8
1332,204.0,7.2
